Lat,Long,CrimeCount
-2.438313,53.432366,2
-2.438313,53.423575,2
-2.438278,53.58526,3
-2.438226,53.591957,1
-2.438181,53.594896,1
-2.438151,53.561325,1
-2.438088,53.599076,1
-2.438055,53.590016,2
-2.438006,53.513651,1
-2.437973,53.577693,1
-2.437849,53.605189,2
-2.437849,53.571519,2
-2.437715,53.592174,1
-2.437711,53.536249,1
-2.437704,53.504861,4
-2.437691,53.576687,4
-2.437688,53.425753,5
-2.437688,53.428683,5
-2.437614,53.424387,2
-2.437526,53.591483,1
-2.437465,53.585551,1
-2.437435,53.60022,1
-2.437285,53.58272,2
-2.437275,53.605218,2
-2.43727,53.601757,1
-2.437222,53.581004,3
-2.43703,53.414421,1
-2.437015,53.411535,2
-2.436986,53.591871,2
-2.43697,53.584429,1
-2.436899,53.59509,1
-2.436892,53.560781,2
-2.436852,53.587647,5
-2.436817,53.425918,11
-2.436816,53.57092,1
-2.436767,53.589634,1
-2.436756,53.529933,2
-2.436716,53.586147,2
-2.436681,53.613561,1
-2.436653,53.424624,1
-2.436625,53.558301,1
-2.436577,53.577033,4
-2.436567,53.581995,1
-2.436418,53.574823,7
-2.436394,53.588674,1
-2.436309,53.606776,1
-2.436253,53.573502,2
-2.436252,53.429524,1
-2.436246,53.599218,1
-2.436231,53.429012,2
-2.436192,53.569062,1
-2.436172,53.587596,9
-2.436172,53.571516,9
-2.436171,53.424581,4
-2.436153,53.565278,2
-2.436091,53.428545,4
-2.436028,53.412105,1
-2.435888,53.565854,2
-2.435886,53.57895,2
-2.435835,53.585683,2
-2.435798,53.583543,2
-2.435781,53.527573,1
-2.43577,53.431018,1
-2.435745,53.525578,2
-2.435616,53.589324,1
-2.435599,53.577441,2
-2.435566,53.590367,2
-2.435529,53.58829,3
-2.435487,53.592955,3
-2.435381,53.601791,1
-2.435266,53.570054,2
-2.435193,53.532015,1
-2.435176,53.565686,3
-2.435085,53.590611,1
-2.435034,53.565039,1
-2.435024,53.574378,2
-2.435021,53.415147,2
-2.43502,53.579915,1
-2.434995,53.580356,5
-2.434993,53.591986,2
-2.43493,53.590252,3
-2.434908,53.507145,1
-2.434889,53.545041,2
-2.434886,53.528592,3
-2.434884,53.546074,1
-2.434881,53.573741,6
-2.434881,53.416145,6
-2.434844,53.627419,1
-2.434825,53.412101,1
-2.43482,53.600077,3
-2.434803,53.610233,1
-2.434799,53.536268,1
-2.434797,53.416766,1
-2.434793,53.413422,2
-2.434764,53.593201,2
-2.43475,53.574145,1
-2.434737,53.513995,1
-2.434677,53.584707,2
-2.434661,53.572905,1
-2.434653,53.53084,1
-2.434627,53.590154,3
-2.434627,53.584222,3
-2.434569,53.565338,1
-2.434542,53.559801,1
-2.434524,53.594802,3
-2.434524,53.57864,3
-2.434493,53.568214,2
-2.434415,53.525259,2
-2.434389,53.581697,2
-2.43435,53.623484,1
-2.434347,53.601184,1
-2.434305,53.579423,9
-2.434304,53.548377,2
-2.434155,53.529376,1
-2.434148,53.418036,1
-2.434141,53.589886,2
-2.434082,53.579748,1
-2.434048,53.589671,3
-2.433965,53.55947,1
-2.433963,53.557745,2
-2.433935,53.59048,5
-2.433886,53.591505,1
-2.43387,53.432131,1
-2.433808,53.408338,2
-2.433775,53.593941,1
-2.433719,53.41428,2
-2.433641,53.538106,1
-2.433604,53.564011,1
-2.43355,53.439134,3
-2.433465,53.56518,1
-2.433446,53.418515,1
-2.433402,53.528049,2
-2.433401,53.558942,1
-2.433391,53.432321,1
-2.433387,53.585593,4
-2.433319,53.57744,12
-2.433314,53.545954,1
-2.433291,53.589494,1
-2.4332,53.506747,1
-2.433139,53.537766,1
-2.433134,53.507646,1
-2.433036,53.573433,1
-2.433023,53.533731,1
-2.432898,53.585037,1
-2.432875,53.434921,2
-2.4328,53.594691,2
-2.432784,53.414104,2
-2.432773,53.504852,1
-2.432766,53.434553,1
-2.432752,53.587069,1
-2.432729,53.561147,1
-2.432727,53.593478,4
-2.43252,53.579106,3
-2.432473,53.599681,1
-2.432376,53.561993,1
-2.432319,53.557948,1
-2.432318,53.600742,1
-2.432298,53.561777,1
-2.432297,53.579467,1
-2.432243,53.594828,1
-2.432199,53.581678,2
-2.432144,53.565976,2
-2.432125,53.593651,3
-2.432081,53.544907,2
-2.432062,53.57713,6
-2.432055,53.598657,1
-2.432042,53.584069,2
-2.432031,53.559342,3
-2.431981,53.607718,1
-2.431974,53.531506,2
-2.431954,53.587306,3
-2.431944,53.420318,1
-2.431925,53.529627,1
-2.431917,53.527362,1
-2.431875,53.538103,1
-2.431807,53.431985,1
-2.431798,53.530509,4
-2.431749,53.611638,1
-2.43172,53.414485,1
-2.431691,53.567442,4
-2.431524,53.583649,2
-2.431491,53.587793,2
-2.431455,53.567964,1
-2.431403,53.574742,11
-2.431311,53.571623,2
-2.431299,53.601581,1
-2.43129,53.606669,1
-2.431258,53.437273,1
-2.431239,53.560091,1
-2.431215,53.544425,1
-2.43114,53.578518,1
-2.4311,53.590976,4
-2.431094,53.584405,1
-2.43107,53.561269,3
-2.431019,53.591857,1
-2.431003,53.594733,1
-2.431002,53.579876,4
-2.430985,53.4326,1
-2.430967,53.566007,1
-2.430948,53.577449,2
-2.430914,53.508832,2
-2.43091,53.566295,2
-2.430868,53.580056,1
-2.430866,53.587238,1
-2.430855,53.589107,1
-2.430848,53.603246,1
-2.430841,53.580371,1
-2.430834,53.582663,3
-2.43081,53.575832,1
-2.430788,53.435459,1
-2.430705,53.578843,6
-2.430679,53.5332,1
-2.430672,53.597845,1
-2.430652,53.546899,1
-2.430582,53.440394,3
-2.430554,53.559537,2
-2.430417,53.584731,3
-2.430337,53.567915,2
-2.430335,53.591455,1
-2.430327,53.599625,1
-2.430294,53.507135,1
-2.430279,53.577038,7
-2.430261,53.58422,2
-2.430205,53.562306,1
-2.430183,53.567645,1
-2.430145,53.523665,1
-2.430042,53.593847,1
-2.429963,53.595025,1
-2.429946,53.576967,1
-2.429827,53.437125,2
-2.429792,53.581165,2
-2.429747,53.581166,1
-2.429728,53.562973,2
-2.429724,53.528323,2
-2.429641,53.567746,4
-2.429613,53.563486,1
-2.429604,53.546282,5
-2.429579,53.573535,3
-2.429579,53.548242,3
-2.42956,53.601444,1
-2.429551,53.508198,1
-2.429523,53.590343,1
-2.429503,53.503453,1
-2.42946,53.616922,1
-2.429449,53.562192,1
-2.429423,53.561123,1
-2.429384,53.561815,1
-2.429347,53.575999,3
-2.429335,53.600141,3
-2.42931,53.56488,1
-2.429265,53.41728,1
-2.429212,53.582003,3
-2.42919,53.585805,6
-2.429155,53.57493,19
-2.429102,53.505602,2
-2.429053,53.539534,1
-2.429013,53.419142,1
-2.428982,53.604053,2
-2.428965,53.578526,8
-2.428958,53.559983,2
-2.428914,53.43614,1
-2.428885,53.537809,2
-2.428841,53.415493,2
-2.428717,53.545126,1
-2.42869,53.527527,1
-2.428651,53.577349,4
-2.428633,53.414253,1
-2.428628,53.546771,6
-2.428606,53.580388,5
-2.428563,53.577583,3
-2.428518,53.579094,10
-2.428458,53.564227,3
-2.428343,53.576793,4
-2.42826,53.523789,1
-2.428255,53.562133,1
-2.428188,53.530045,3
-2.428186,53.546251,1
-2.428105,53.578673,3
-2.428098,53.549514,1
-2.428085,53.566152,2
-2.428047,53.574385,21
-2.428019,53.58208,1
-2.427966,53.522963,1
-2.427959,53.585073,1
-2.427889,53.605036,1
-2.427874,53.602115,1
-2.427846,53.532006,1
-2.427769,53.549803,1
-2.427716,53.593963,1
-2.427639,53.438086,2
-2.42762,53.553066,11
-2.427591,53.572607,1
-2.427583,53.532933,2
-2.42757,53.577973,2
-2.427511,53.593056,1
-2.427455,53.577111,6
-2.42743,53.570091,1
-2.427388,53.562946,1
-2.427324,53.544618,1
-2.427308,53.439597,2
-2.427256,53.421,1
-2.427129,53.598621,1
-2.427005,53.611799,1
-2.426928,53.578731,8
-2.426898,53.523281,1
-2.426859,53.529942,1
-2.426834,53.614334,1
-2.426817,53.579666,20
-2.42681,53.56852,1
-2.426796,53.577608,15
-2.426769,53.580907,3
-2.426749,53.562471,1
-2.426719,53.572961,4
-2.426696,53.498717,1
-2.426666,53.438629,1
-2.426623,53.537934,4
-2.426542,53.600367,1
-2.426472,53.599424,1
-2.426408,53.58862,1
-2.426273,53.501648,1
-2.426215,53.582886,1
-2.426183,53.57672,1
-2.42618,53.50741,3
-2.426171,53.53203,1
-2.426112,53.4405,1
-2.426106,53.415791,1
-2.426097,53.529118,3
-2.426096,53.55762,1
-2.426038,53.50378,2
-2.426018,53.543832,1
-2.426006,53.578662,3
-2.425991,53.577197,1
-2.425902,53.431512,1
-2.4259,53.535087,3
-2.425878,53.571894,2
-2.425714,53.417194,4
-2.425679,53.522054,2
-2.425659,53.536661,2
-2.425573,53.576147,25
-2.425551,53.599553,1
-2.425517,53.539043,3
-2.425511,53.532374,1
-2.425481,53.621098,1
-2.425441,53.505885,2
-2.425424,53.415281,2
-2.425377,53.529525,2
-2.425375,53.523305,2
-2.425367,53.546594,2
-2.425304,53.595949,1
-2.425302,53.561173,2
-2.425268,53.544239,2
-2.425182,53.579294,5
-2.42507,53.577236,3
-2.425053,53.506282,1
-2.425043,53.530829,2
-2.424939,53.610817,1
-2.4249,53.44268,1
-2.424893,53.595672,1
-2.424867,53.419831,6
-2.424788,53.535567,2
-2.424783,53.441557,1
-2.424757,53.524862,1
-2.424755,53.533752,1
-2.424747,53.540502,3
-2.424724,53.560717,2
-2.424704,53.546758,1
-2.424653,53.549203,2
-2.424625,53.526786,1
-2.424535,53.61418,1
-2.424467,53.532063,1
-2.424443,53.562893,4
-2.424399,53.504136,2
-2.424354,53.446834,1
-2.42429,53.577724,5
-2.424224,53.534958,1
-2.424209,53.536477,2
-2.424188,53.534329,2
-2.424161,53.616069,1
-2.424097,53.584053,2
-2.423933,53.560189,1
-2.423895,53.585015,5
-2.423852,53.564109,1
-2.423779,53.538726,1
-2.423708,53.415179,1
-2.423657,53.529549,2
-2.423635,53.565044,4
-2.423618,53.57699,1
-2.4236,53.579758,1
-2.423595,53.53843,2
-2.423575,53.595281,1
-2.423509,53.443673,4
-2.423463,53.41633,1
-2.423451,53.545145,1
-2.423339,53.567176,1
-2.423328,53.578177,1
-2.423241,53.522611,2
-2.423215,53.439827,1
-2.423142,53.420367,1
-2.42314,53.526144,1
-2.423079,53.536652,1
-2.423031,53.503053,1
-2.423024,53.620316,2
-2.422997,53.526936,1
-2.422913,53.553254,2
-2.422876,53.561685,2
-2.422866,53.563717,1
-2.42286,53.531322,3
-2.422803,53.616344,4
-2.422544,53.558639,1
-2.422515,53.563277,1
-2.422458,53.509086,1
-2.422441,53.605856,1
-2.422127,53.415148,1
-2.422079,53.605866,1
-2.422074,53.559989,5
-2.422069,53.530651,1
-2.422048,53.523973,1
-2.422025,53.565634,2
-2.421994,53.418349,1
-2.421877,53.453692,4
-2.421857,53.572987,4
-2.421829,53.620221,2
-2.421799,53.615745,1
-2.421749,53.416471,2
-2.421679,53.550562,1
-2.421662,53.567128,1
-2.421646,53.58221,1
-2.42163,53.530509,1
-2.421609,53.532927,1
-2.421595,53.575532,2
-2.42158,53.419141,2
-2.421559,53.546131,1
-2.421547,53.499328,4
-2.421532,53.408202,2
-2.421383,53.529916,5
-2.421343,53.57449,1
-2.421336,53.417309,2
-2.421208,53.454504,4
-2.420999,53.596108,1
-2.420943,53.537244,1
-2.420874,53.55318,1
-2.420825,53.586195,1
-2.420707,53.571328,1
-2.420666,53.439288,6
-2.420647,53.575895,1
-2.420625,53.547779,5
-2.420453,53.455828,2
-2.420389,53.530073,3
-2.420307,53.448646,1
-2.420275,53.536886,1
-2.42016,53.52371,1
-2.420119,53.51349,2
-2.420009,53.570971,2
-2.420008,53.455056,2
-2.419958,53.57951,2
-2.419942,53.533715,3
-2.4198,53.604732,1
-2.419799,53.578684,4
-2.419783,53.554236,1
-2.419771,53.453925,1
-2.419698,53.597452,2
-2.419641,53.552106,2
-2.419615,53.421288,1
-2.41959,53.577453,1
-2.419561,53.41887,2
-2.419537,53.454608,4
-2.419533,53.524386,1
-2.419519,53.530561,1
-2.419473,53.577822,1
-2.419397,53.56399,1
-2.419391,53.54364,2
-2.41938,53.562354,1
-2.419344,53.537312,2
-2.419309,53.562776,1
-2.419182,53.575927,4
-2.419163,53.511345,1
-2.418978,53.578166,1
-2.418932,53.535282,3
-2.418757,53.502259,1
-2.418723,53.456076,1
-2.418703,53.559534,1
-2.418667,53.447295,1
-2.418656,53.562401,2
-2.418632,53.52332,1
-2.41859,53.453272,2
-2.418437,53.567723,1
-2.418388,53.455628,1
-2.41837,53.5028,1
-2.418266,53.525883,1
-2.418239,53.570591,7
-2.418228,53.548075,3
-2.418221,53.577971,1
-2.418197,53.531177,1
-2.41814,53.45651,2
-2.418135,53.552408,2
-2.418135,53.501929,2
-2.418129,53.551788,2
-2.418087,53.55364,2
-2.418067,53.444403,1
-2.418064,53.528427,1
-2.418048,53.557388,4
-2.418047,53.578717,1
-2.418046,53.555608,1
-2.418022,53.597593,1
-2.417973,53.568147,11
-2.417946,53.574619,5
-2.417907,53.544607,3
-2.417836,53.563429,2
-2.417808,53.566719,6
-2.417799,53.575024,6
-2.417777,53.551358,1
-2.417755,53.529138,2
-2.417642,53.617243,1
-2.417579,53.537372,2
-2.41757,53.579339,1
-2.417558,53.532114,2
-2.417542,53.564284,3
-2.417414,53.614115,1
-2.417328,53.533319,1
-2.417299,53.534919,1
-2.417271,53.576554,1
-2.417233,53.595762,1
-2.417204,53.562101,1
-2.417172,53.50053,1
-2.417026,53.441134,1
-2.416966,53.542534,1
-2.41696,53.601722,1
-2.416902,53.505358,1
-2.416893,53.552035,1
-2.416827,53.448497,1
-2.416825,53.549644,1
-2.416771,53.550309,1
-2.416659,53.574219,2
-2.416589,53.587055,2
-2.416571,53.59598,1
-2.416524,53.503714,5
-2.416499,53.613202,1
-2.416472,53.587504,1
-2.416403,53.529718,1
-2.416398,53.567649,1
-2.416382,53.576755,1
-2.416364,53.524262,1
-2.416359,53.577519,1
-2.416351,53.566005,1
-2.416298,53.511391,1
-2.41629,53.588943,1
-2.416282,53.449739,2
-2.416262,53.587649,1
-2.416253,53.598965,8
-2.416233,53.560127,1
-2.416048,53.547445,1
-2.416031,53.574913,2
-2.415999,53.565467,1
-2.41597,53.576334,1
-2.415961,53.578518,1
-2.415884,53.547634,2
-2.415843,53.578851,1
-2.415841,53.455412,3
-2.415794,53.560002,1
-2.415784,53.529729,1
-2.415718,53.447485,2
-2.415679,53.565162,2
-2.415678,53.457265,1
-2.415556,53.528031,1
-2.415535,53.441104,1
-2.415514,53.572965,1
-2.415403,53.59549,2
-2.415382,53.565666,1
-2.415355,53.54449,2
-2.415274,53.451378,1
-2.415221,53.587733,1
-2.415206,53.533821,1
-2.415169,53.599436,1
-2.415159,53.524374,1
-2.415129,53.573721,3
-2.415101,53.581649,1
-2.415007,53.587563,1
-2.414992,53.5891,3
-2.414987,53.577757,1
-2.414986,53.559133,1
-2.414974,53.590359,2
-2.414942,53.455928,3
-2.41494,53.57915,2
-2.414919,53.541507,2
-2.414898,53.58715,4
-2.414855,53.601334,1
-2.414786,53.612776,1
-2.414748,53.554945,1
-2.414716,53.56086,9
-2.414688,53.451515,1
-2.414675,53.599896,2
-2.414654,53.596193,1
-2.414489,53.545383,1
-2.414474,53.523784,1
-2.414455,53.446168,1
-2.414443,53.551477,3
-2.414362,53.543217,1
-2.414322,53.560753,1
-2.414257,53.598846,1
-2.414218,53.591773,1
-2.414144,53.52703,4
-2.414105,53.614199,1
-2.414099,53.57812,2
-2.414072,53.535119,1
-2.414039,53.389478,2
-2.413818,53.450314,6
-2.413746,53.549655,6
-2.413721,53.590417,4
-2.413633,53.528784,1
-2.413631,53.446521,1
-2.413602,53.572045,1
-2.41353,53.578544,6
-2.41352,53.588404,3
-2.413451,53.59991,1
-2.413382,53.530942,2
-2.413351,53.578769,1
-2.413272,53.590823,1
-2.41323,53.563319,1
-2.413102,53.508346,1
-2.412895,53.586231,2
-2.412859,53.588802,2
-2.412855,53.506226,1
-2.412854,53.589764,3
-2.412843,53.542198,1
-2.412815,53.513003,1
-2.412754,53.453922,2
-2.412703,53.586699,1
-2.412599,53.559034,1
-2.412551,53.451658,1
-2.412548,53.581631,1
-2.412444,53.591159,3
-2.412393,53.554918,1
-2.412298,53.503154,1
-2.41225,53.599141,1
-2.412181,53.590548,1
-2.412102,53.532663,1
-2.412101,53.56059,1
-2.411906,53.58557,1
-2.411819,53.579728,1
-2.411804,53.595277,5
-2.411796,53.540017,1
-2.411769,53.616526,6
-2.411749,53.452766,1
-2.411743,53.501897,3
-2.411714,53.587521,1
-2.411691,53.544718,2
-2.411505,53.597157,1
-2.411469,53.588717,3
-2.411422,53.599467,1
-2.411397,53.540899,2
-2.411329,53.596061,2
-2.411176,53.564836,3
-2.411113,53.589401,2
-2.411112,53.60016,2
-2.411081,53.598588,4
-2.411039,53.525773,2
-2.410993,53.533503,3
-2.410897,53.451834,1
-2.41082,53.529585,1
-2.410791,53.593645,1
-2.410621,53.554259,2
-2.410526,53.597394,2
-2.410481,53.555419,4
-2.41042,53.506989,1
-2.410418,53.527042,5
-2.410404,53.530314,1
-2.410278,53.532894,1
-2.410277,53.585746,2
-2.41025,53.526881,2
-2.410231,53.548247,2
-2.410157,53.554719,1
-2.410107,53.538612,3
-2.410093,53.579239,1
-2.410004,53.509166,1
-2.409999,53.555465,3
-2.409996,53.589495,1
-2.409981,53.502101,1
-2.409975,53.53117,1
-2.409899,53.587329,1
-2.409856,53.592237,1
-2.409725,53.591132,1
-2.409683,53.543134,7
-2.409604,53.548986,1
-2.409564,53.591762,1
-2.409561,53.572626,4
-2.40948,53.54238,1
-2.409432,53.554622,1
-2.409426,53.59462,1
-2.409104,53.586361,3
-2.408957,53.566381,2
-2.408879,53.525511,4
-2.408838,53.586901,1
-2.408705,53.452534,2
-2.408695,53.501692,1
-2.408407,53.579856,2
-2.408366,53.530114,5
-2.408344,53.570167,1
-2.408321,53.595928,2
-2.40832,53.600601,1
-2.408293,53.541368,1
-2.408245,53.555148,1
-2.408237,53.590382,2
-2.408189,53.607307,1
-2.408166,53.528219,1
-2.408149,53.58756,1
-2.40811,53.592899,1
-2.408059,53.589214,1
-2.407993,53.621554,1
-2.407972,53.586446,2
-2.407936,53.556048,2
-2.407927,53.544102,1
-2.407791,53.583355,3
-2.407746,53.584883,1
-2.407727,53.551527,1
-2.407653,53.525047,3
-2.407616,53.571383,1
-2.407562,53.528104,1
-2.407556,53.59344,4
-2.407556,53.527502,4
-2.407535,53.570817,1
-2.407451,53.455262,2
-2.407396,53.581477,1
-2.407365,53.452574,1
-2.407352,53.509427,1
-2.407337,53.584839,1
-2.407334,53.589208,1
-2.407259,53.601774,2
-2.407202,53.54876,1
-2.407192,53.605801,2
-2.407124,53.432126,1
-2.407093,53.554666,1
-2.40703,53.532465,2
-2.407015,53.595267,1
-2.406999,53.452099,1
-2.406937,53.582513,1
-2.406768,53.602557,1
-2.40671,53.555728,1
-2.406642,53.540754,1
-2.406507,53.551864,1
-2.406442,53.548161,2
-2.406412,53.603269,1
-2.406362,53.539874,1
-2.406347,53.454771,1
-2.406251,53.52507,3
-2.406225,53.57119,1
-2.406043,53.549133,1
-2.406015,53.454745,1
-2.405934,53.583442,1
-2.405887,53.602147,1
-2.405474,53.555822,2
-2.405469,53.549063,2
-2.405453,53.559948,7
-2.405421,53.580316,2
-2.405369,53.54172,2
-2.405302,53.512642,1
-2.405264,53.513362,1
-2.40519,53.545136,1
-2.405102,53.529559,1
-2.405099,53.453418,3
-2.405051,53.527348,1
-2.40505,53.511502,1
-2.404987,53.550736,3
-2.404964,53.540454,1
-2.404804,53.536302,3
-2.404752,53.549775,1
-2.404652,53.586817,1
-2.404646,53.524464,3
-2.404548,53.533184,1
-2.404539,53.456287,3
-2.404473,53.558576,1
-2.404439,53.551772,1
-2.404427,53.548986,5
-2.404326,53.536825,2
-2.404288,53.534344,1
-2.403988,53.491749,1
-2.403943,53.55207,1
-2.403788,53.448578,1
-2.403783,53.549527,1
-2.403633,53.517852,1
-2.403621,53.580052,1
-2.403212,53.516452,2
-2.403175,53.544289,1
-2.403074,53.528901,2
-2.403058,53.549404,1
-2.402809,53.612116,2
-2.402798,53.580855,1
-2.402689,53.580469,1
-2.402576,53.554349,3
-2.402553,53.578887,1
-2.402461,53.540615,2
-2.402394,53.511295,1
-2.402293,53.5452,2
-2.402178,53.545802,1
-2.40215,53.541263,1
-2.401956,53.530316,1
-2.401939,53.38987,2
-2.401921,53.520213,2
-2.401871,53.518164,1
-2.401804,53.566863,2
-2.401774,53.531782,1
-2.401765,53.514892,1
-2.401739,53.446805,1
-2.401707,53.532708,1
-2.401701,53.528888,1
-2.401658,53.580122,1
-2.401632,53.531135,3
-2.401631,53.543791,1
-2.401525,53.548528,1
-2.401503,53.539782,4
-2.401453,53.52497,4
-2.401425,53.555485,1
-2.401386,53.53545,2
-2.401335,53.549158,2
-2.401332,53.58388,1
-2.401272,53.552043,1
-2.401248,53.555962,3
-2.401213,53.541069,3
-2.401174,53.570452,1
-2.401133,53.55652,1
-2.401069,53.529061,2
-2.401039,53.548188,1
-2.401019,53.517358,6
-2.400966,53.545276,2
-2.400934,53.554651,1
-2.400923,53.518356,3
-2.400781,53.522536,2
-2.400489,53.547453,2
-2.400241,53.447574,3
-2.400161,53.549476,2
-2.400145,53.565467,1
-2.40014,53.451295,2
-2.400132,53.511276,3
-2.399929,53.523276,2
-2.399925,53.543662,1
-2.399909,53.556452,5
-2.399898,53.448015,2
-2.399887,53.541289,5
-2.399878,53.447404,1
-2.399838,53.534485,1
-2.399786,53.535339,1
-2.399714,53.526099,5
-2.399567,53.432008,1
-2.399534,53.574223,2
-2.399486,53.545146,1
-2.399475,53.580821,2
-2.399381,53.521246,2
-2.399243,53.4488,1
-2.399131,53.521921,1
-2.39904,53.510632,1
-2.39891,53.541688,3
-2.398632,53.605164,1
-2.398587,53.529815,1
-2.398561,53.541527,1
-2.398524,53.524737,2
-2.398481,53.56985,1
-2.398358,53.526319,1
-2.398347,53.454438,2
-2.398327,53.524629,5
-2.398281,53.545375,4
-2.398252,53.447446,1
-2.398232,53.557905,2
-2.398132,53.555272,1
-2.398125,53.610739,1
-2.39811,53.580205,3
-2.398091,53.605463,2
-2.398091,53.549268,2
-2.398064,53.557681,1
-2.398012,53.52001,1
-2.397835,53.555731,1
-2.397608,53.518708,2
-2.397469,53.526385,1
-2.39746,53.589771,6
-2.397417,53.522448,3
-2.397185,53.525083,1
-2.397109,53.544363,4
-2.39706,53.524634,1
-2.397014,53.555132,2
-2.397009,53.52556,2
-2.39697,53.52307,1
-2.396902,53.522189,2
-2.396866,53.515179,1
-2.396828,53.520805,2
-2.396827,53.548112,3
-2.396792,53.557263,1
-2.396703,53.549353,2
-2.396652,53.519718,1
-2.3966,53.546396,3
-2.396574,53.451631,1
-2.39642,53.591743,2
-2.396327,53.618861,1
-2.39619,53.542901,7
-2.396125,53.545589,1
-2.396077,53.592203,1
-2.39603,53.590414,2
-2.395885,53.539343,4
-2.395881,53.56958,1
-2.395727,53.604841,3
-2.395606,53.570857,1
-2.395595,53.600402,4
-2.395356,53.451824,1
-2.395317,53.544765,1
-2.395248,53.522797,3
-2.395239,53.516928,1
-2.395212,53.546455,4
-2.395111,53.542123,7
-2.395097,53.547093,1
-2.395055,53.544127,2
-2.395049,53.54997,5
-2.394976,53.527589,1
-2.394847,53.607738,1
-2.394829,53.550707,2
-2.394765,53.54864,3
-2.394676,53.454765,3
-2.39454,53.58446,1
-2.394523,53.58588,3
-2.394499,53.547644,2
-2.394406,53.591192,3
-2.394335,53.583526,1
-2.394334,53.547788,4
-2.394334,53.456852,4
-2.394327,53.589188,5
-2.394307,53.572425,1
-2.394287,53.571913,1
-2.394264,53.603498,1
-2.394184,53.549487,1
-2.394162,53.514639,1
-2.394121,53.523205,1
-2.393972,53.466506,1
-2.393872,53.543565,1
-2.393803,53.550693,1
-2.393801,53.573218,3
-2.39377,53.581271,1
-2.393584,53.57587,1
-2.393477,53.548105,15
-2.393453,53.527648,1
-2.393379,53.589605,1
-2.393229,53.592931,1
-2.393209,53.54363,3
-2.393209,53.528943,3
-2.393158,53.586909,4
-2.393093,53.527874,1
-2.392956,53.573373,2
-2.392898,53.545878,1
-2.392872,53.52356,2
-2.39274,53.550022,1
-2.392595,53.575127,1
-2.39255,53.584925,2
-2.392441,53.548738,1
-2.392426,53.581303,1
-2.392397,53.449263,2
-2.392344,53.547974,1
-2.392245,53.571605,2
-2.39215,53.587434,4
-2.392133,53.523553,1
-2.392105,53.545,1
-2.39206,53.527059,1
-2.391982,53.543167,1
-2.391925,53.452051,2
-2.391891,53.582248,1
-2.391883,53.527563,1
-2.391809,53.455799,1
-2.39179,53.556632,3
-2.391739,53.587004,1
-2.391618,53.520112,2
-2.391607,53.569567,1
-2.39158,53.550305,1
-2.391551,53.522656,1
-2.391286,53.444709,1
-2.39127,53.549425,1
-2.391259,53.546549,1
-2.391253,53.576974,5
-2.391226,53.54298,1
-2.391213,53.589019,1
-2.391187,53.527296,2
-2.391186,53.582781,4
-2.391185,53.577801,1
-2.391179,53.578781,3
-2.391161,53.545695,2
-2.391096,53.545192,3
-2.390998,53.446148,1
-2.390951,53.5852,2
-2.390921,53.52131,5
-2.390783,53.552168,1
-2.390741,53.526407,1
-2.390628,53.589452,1
-2.390625,53.467911,2
-2.390559,53.586864,6
-2.390483,53.514732,1
-2.39046,53.57615,1
-2.390414,53.549805,1
-2.390394,53.542794,1
-2.390347,53.547531,1
-2.390281,53.510841,6
-2.390266,53.525573,2
-2.390183,53.598496,1
-2.390104,53.575216,2
-2.390029,53.570291,1
-2.390006,53.597319,2
-2.389976,53.576089,4
-2.38994,53.549151,2
-2.389783,53.551848,1
-2.389652,53.549071,3
-2.389503,53.447376,1
-2.389462,53.544766,3
-2.389443,53.545961,2
-2.389221,53.587614,1
-2.389134,53.581421,4
-2.388929,53.586986,1
-2.388828,53.584299,1
-2.388686,53.456834,1
-2.388673,53.521264,1
-2.388658,53.588722,3
-2.388614,53.542791,2
-2.388603,53.549829,1
-2.388553,53.440637,2
-2.388551,53.544149,2
-2.388458,53.576804,2
-2.388425,53.586439,1
-2.388221,53.518029,1
-2.388089,53.577767,4
-2.387916,53.580383,2
-2.387866,53.52541,1
-2.387861,53.521509,1
-2.387734,53.524152,1
-2.387685,53.518813,1
-2.387617,53.544331,1
-2.387541,53.546003,2
-2.387369,53.545258,2
-2.387358,53.5854,1
-2.387293,53.548494,2
-2.386911,53.58932,1
-2.38684,53.578274,1
-2.386645,53.548703,1
-2.38641,53.522853,2
-2.386377,53.452995,1
-2.386369,53.447125,1
-2.386319,53.577449,1
-2.386228,53.582393,2
-2.386221,53.442407,1
-2.386154,53.547815,1
-2.386118,53.585224,1
-2.38605,53.5794,1
-2.386033,53.575895,1
-2.385923,53.588658,1
-2.385789,53.549074,1
-2.385752,53.574934,1
-2.385368,53.451299,1
-2.38535,53.544024,1
-2.385335,53.590485,1
-2.385323,53.443012,1
-2.385317,53.453933,1
-2.38528,53.587771,1
-2.385211,53.585155,3
-2.385196,53.580167,8
-2.384947,53.51457,1
-2.38493,53.504351,1
-2.3849,53.432784,1
-2.38483,53.538201,5
-2.384747,53.54408,1
-2.38469,53.589373,2
-2.38466,53.511201,1
-2.384579,53.543856,3
-2.384498,53.579828,1
-2.38447,53.543443,2
-2.384403,53.599315,1
-2.384237,53.596007,1
-2.383924,53.591478,3
-2.383909,53.544811,1
-2.383792,53.585268,1
-2.383791,53.536766,1
-2.383769,53.586068,1
-2.383752,53.590895,2
-2.383733,53.535463,1
-2.383595,53.523482,1
-2.383584,53.593987,2
-2.383538,53.542223,2
