Lat,Long,CrimeCount
-2.6567,53.537143,1
-2.656641,53.530464,1
-2.656596,53.553853,2
-2.656537,53.58027,1
-2.656165,53.526998,1
-2.655856,53.585056,1
-2.655805,53.528051,6
-2.655786,53.525876,1
-2.655756,53.584454,1
-2.655687,53.582882,1
-2.655607,53.562119,1
-2.655466,53.554956,1
-2.654982,53.499211,1
-2.654968,53.59111,1
-2.654965,53.498106,1
-2.654932,53.557538,2
-2.654583,53.560318,1
-2.654494,53.535977,2
-2.654489,53.541532,8
-2.654435,53.582008,3
-2.654336,53.537497,1
-2.654293,53.532742,1
-2.654291,53.561982,1
-2.654288,53.533372,4
-2.654147,53.558468,1
-2.654126,53.498434,1
-2.653873,53.537814,3
-2.653867,53.539351,1
-2.653847,53.506705,2
-2.653665,53.526229,1
-2.6536,53.559226,1
-2.653582,53.517906,1
-2.653304,53.562572,1
-2.653254,53.526034,2
-2.65322,53.518879,3
-2.653189,53.56295,1
-2.653163,53.531859,2
-2.65312,53.494754,1
-2.652998,53.594653,2
-2.652915,53.55985,2
-2.652697,53.553551,1
-2.652603,53.531745,1
-2.652508,53.51971,3
-2.652482,53.540581,2
-2.652438,53.520007,1
-2.652155,53.528116,2
-2.652128,53.535199,4
-2.652125,53.516332,5
-2.652035,53.498679,2
-2.651775,53.539704,1
-2.651257,53.506926,1
-2.651214,53.506126,6
-2.651052,53.526028,1
-2.650985,53.545291,10
-2.650854,53.534739,1
-2.650811,53.555583,1
-2.65081,53.521085,1
-2.650777,53.558262,4
-2.650672,53.530776,2
-2.650527,53.561625,5
-2.650527,53.508548,5
-2.650466,53.54195,15
-2.650433,53.523056,1
-2.650369,53.509025,1
-2.650364,53.57759,2
-2.650312,53.527973,1
-2.650148,53.494564,1
-2.650107,53.509638,1
-2.650101,53.539749,9
-2.650101,53.531884,9
-2.650036,53.559174,5
-2.649837,53.562905,2
-2.64982,53.53523,1
-2.649748,53.497982,2
-2.649466,53.592884,1
-2.64924,53.552536,1
-2.648876,53.500153,4
-2.648841,53.533374,2
-2.648769,53.528647,1
-2.648475,53.493593,2
-2.648459,53.531093,4
-2.648449,53.527471,1
-2.64841,53.486403,1
-2.648331,53.550356,1
-2.64827,53.496012,1
-2.648199,53.534771,2
-2.648153,53.531778,2
-2.648032,53.49818,1
-2.647983,53.531527,2
-2.647929,53.533892,2
-2.647899,53.509245,1
-2.647813,53.524364,1
-2.647796,53.4837,1
-2.647711,53.550279,1
-2.647696,53.500869,6
-2.647687,53.532868,1
-2.647583,53.549812,1
-2.64757,53.509373,2
-2.647522,53.575475,1
-2.647426,53.501922,2
-2.647317,53.531405,1
-2.647311,53.558685,1
-2.64727,53.498624,1
-2.647253,53.560834,1
-2.647045,53.549141,1
-2.646805,53.498771,7
-2.646766,53.51006,1
-2.646662,53.524056,1
-2.646584,53.561449,1
-2.646511,53.497262,1
-2.646478,53.545594,1
-2.64645,53.530889,2
-2.646408,53.508363,2
-2.646405,53.563598,2
-2.646391,53.557738,9
-2.646386,53.520786,1
-2.646146,53.521821,1
-2.64613,53.49206,1
-2.645921,53.533804,1
-2.645848,53.559736,6
-2.645837,53.554064,1
-2.645807,53.552132,1
-2.64571,53.532825,1
-2.645683,53.498381,1
-2.645579,53.491505,2
-2.645426,53.563765,1
-2.645327,53.541402,1
-2.645312,53.556251,1
-2.645296,53.52747,9
-2.645163,53.509736,3
-2.64514,53.528082,1
-2.645122,53.499139,1
-2.644519,53.576614,1
-2.644138,53.492861,5
-2.644059,53.498597,1
-2.643876,53.496467,1
-2.643863,53.551315,1
-2.643826,53.55288,1
-2.643823,53.531793,1
-2.643775,53.549482,1
-2.643723,53.485421,1
-2.643576,53.557249,3
-2.643531,53.500586,1
-2.643379,53.57414,1
-2.643268,53.534007,1
-2.643251,53.53185,6
-2.643089,53.552039,4
-2.642967,53.548965,1
-2.642847,53.491241,1
-2.642802,53.535079,1
-2.642704,53.556481,1
-2.642608,53.492375,1
-2.642587,53.489005,1
-2.642528,53.532914,3
-2.642386,53.548465,6
-2.642129,53.508548,1
-2.642073,53.520845,1
-2.641944,53.484325,2
-2.641706,53.533467,2
-2.641703,53.554212,2
-2.641514,53.548721,1
-2.641503,53.577853,2
-2.64122,53.493309,2
-2.641186,53.572884,2
-2.641003,53.54885,1
-2.640971,53.586674,2
-2.640832,53.496547,1
-2.640826,53.48416,1
-2.64068,53.483496,1
-2.64051,53.498202,3
-2.640167,53.525448,1
-2.640127,53.526788,1
-2.639987,53.479518,13
-2.639987,53.572504,13
-2.639841,53.522861,1
-2.639624,53.551491,1
-2.639467,53.49197,3
-2.639266,53.490649,2
-2.639184,53.483198,2
-2.639115,53.586809,1
-2.639032,53.597317,3
-2.63888,53.486004,5
-2.638852,53.551288,2
-2.63869,53.534517,2
-2.638609,53.487085,2
-2.638506,53.523309,2
-2.638452,53.522761,1
-2.638367,53.564243,1
-2.638316,53.546806,1
-2.638261,53.567219,1
-2.63823,53.547121,9
-2.63811,53.521082,1
-2.638056,53.568604,1
-2.638027,53.563679,1
-2.637936,53.524516,1
-2.637933,53.488212,5
-2.637896,53.582043,1
-2.637884,53.483969,1
-2.637872,53.562448,1
-2.637842,53.557415,2
-2.637788,53.539771,1
-2.637517,53.555889,3
-2.637431,53.523081,1
-2.637331,53.488296,1
-2.637223,53.539342,1
-2.63722,53.485887,5
-2.63721,53.481169,1
-2.637197,53.487353,3
-2.637191,53.487982,15
-2.637073,53.487111,2
-2.637023,53.488801,2
-2.636855,53.549987,4
-2.636811,53.563182,3
-2.636705,53.566113,2
-2.63658,53.482385,2
-2.636575,53.483068,2
-2.636159,53.488473,2
-2.636052,53.481327,1
-2.635943,53.484124,1
-2.635937,53.546145,7
-2.635551,53.542578,11
-2.635439,53.487704,1
-2.635297,53.496387,1
-2.635018,53.4858,2
-2.634988,53.537233,1
-2.634898,53.556361,1
-2.634792,53.48981,2
-2.63479,53.548146,1
-2.63469,53.491069,2
-2.634526,53.48512,2
-2.634356,53.487853,1
-2.633928,53.544025,3
-2.633905,53.566694,1
-2.633826,53.551333,8
-2.633733,53.546093,6
-2.633685,53.48427,1
-2.633534,53.554022,1
-2.633163,53.546384,3
-2.63314,53.55895,1
-2.633117,53.54527,9
-2.632994,53.545117,8
-2.632873,53.554241,1
-2.632822,53.544705,2
-2.632751,53.560174,1
-2.632672,53.566026,4
-2.632636,53.557532,1
-2.632604,53.489606,1
-2.632564,53.484941,2
-2.632489,53.486964,7
-2.63247,53.485679,1
-2.6324,53.548824,2
-2.632168,53.488728,1
-2.631846,53.54507,3
-2.631763,53.500963,4
-2.631702,53.555695,1
-2.631637,53.553313,1
-2.631564,53.545404,3
-2.631466,53.49017,3
-2.631442,53.562563,1
-2.631441,53.548272,4
-2.631387,53.550717,1
-2.631254,53.547886,6
-2.631231,53.562528,2
-2.631117,53.491007,1
-2.631029,53.544957,3
-2.631027,53.491017,1
-2.630966,53.545748,9
-2.630762,53.555412,2
-2.63072,53.541417,6
-2.630515,53.49306,1
-2.630451,53.550686,2
-2.630403,53.544421,18
-2.630205,53.545312,1
-2.630098,53.544252,2
-2.630083,53.547308,10
-2.630077,53.555002,4
-2.629911,53.548909,8
-2.629745,53.486898,1
-2.62962,53.545576,2
-2.62942,53.545298,1
-2.629398,53.550961,1
-2.629187,53.484815,1
-2.629165,53.550486,2
-2.629156,53.555978,1
-2.629063,53.553839,2
-2.628942,53.549732,3
-2.628847,53.54638,8
-2.628832,53.546389,3
-2.628775,53.551719,2
-2.628749,53.552996,1
-2.628641,53.542624,1
-2.628608,53.552646,11
-2.628259,53.486312,1
-2.628077,53.543292,1
-2.627947,53.553872,3
-2.627842,53.558025,1
-2.627756,53.557262,2
-2.627627,53.543447,1
-2.627358,53.55587,1
-2.627242,53.547026,3
-2.627184,53.54922,3
-2.627059,53.485645,1
-2.626994,53.491434,1
-2.626837,53.554327,1
-2.626807,53.552314,1
-2.626762,53.545159,1
-2.626637,53.552072,1
-2.626133,53.542421,1
-2.626073,53.545531,1
-2.626057,53.546493,1
-2.625534,53.554001,1
-2.625355,53.483523,1
-2.625271,53.484989,1
-2.625256,53.545401,2
-2.624988,53.48828,1
-2.624879,53.546428,2
-2.624735,53.543831,2
-2.624511,53.494781,1
-2.624177,53.549011,5
-2.623887,53.543619,1
-2.623811,53.543638,1
-2.623477,53.491074,1
-2.623148,53.551911,2
-2.62287,53.49594,1
-2.622845,53.544613,2
-2.622583,53.492823,1
-2.622581,53.538979,1
-2.622539,53.543312,3
-2.622486,53.548948,2
-2.622369,53.539933,4
-2.622326,53.538046,1
-2.62232,53.489274,1
-2.622278,53.549165,1
-2.622267,53.551493,2
-2.622238,53.486784,2
-2.622012,53.53411,1
-2.621993,53.542074,2
-2.621619,53.492855,1
-2.621602,53.54737,1
-2.62159,53.544476,1
-2.621383,53.535462,1
-2.621246,53.536406,1
-2.621233,53.490223,1
-2.620823,53.546682,1
-2.620805,53.549586,2
-2.620662,53.542944,1
-2.620608,53.492815,1
-2.620574,53.548257,1
-2.620494,53.495342,2
-2.620234,53.545625,1
-2.62021,53.536771,1
-2.620171,53.535109,1
-2.619603,53.544837,1
-2.619564,53.553466,4
-2.619019,53.551312,1
-2.618637,53.556141,1
-2.61841,53.54994,2
-2.618233,53.553338,1
-2.618175,53.551397,1
-2.617986,53.543632,3
-2.617903,53.536882,2
-2.61788,53.499049,1
-2.6178,53.546383,6
-2.617755,53.544352,1
-2.617748,53.533467,2
-2.61766,53.497406,1
-2.61741,53.530988,1
-2.617262,53.49072,3
-2.617226,53.498666,1
-2.616798,53.551188,1
-2.616761,53.544447,1
-2.616751,53.548996,4
-2.616588,53.498283,1
-2.616514,53.535766,3
-2.616304,53.537978,1
-2.616254,53.547973,2
-2.616122,53.55032,3
-2.615874,53.546807,1
-2.61581,53.546564,1
-2.61562,53.553163,1
-2.615518,53.549316,2
-2.615516,53.551231,1
-2.6155,53.555357,1
-2.615383,53.5452,1
-2.615311,53.543331,1
-2.615152,53.545885,2
-2.615067,53.531728,1
-2.614995,53.538218,1
-2.614565,53.553312,1
-2.614051,53.53239,1
-2.613937,53.546421,3
-2.613781,53.531465,1
-2.613725,53.549523,2
-2.613513,53.548374,1
-2.613169,53.543378,1
-2.613084,53.537518,2
-2.613034,53.527802,1
-2.612732,53.529898,1
-2.612515,53.505414,1
-2.612457,53.527553,1
-2.612308,53.537091,1
-2.612262,53.542259,7
-2.612141,53.504598,1
-2.611999,53.550143,1
-2.611804,53.536644,2
-2.61163,53.538191,1
-2.611559,53.507064,2
-2.611541,53.541463,4
-2.611475,53.528466,1
-2.611402,53.551711,1
-2.611281,53.555864,1
-2.611087,53.545519,2
-2.611065,53.48535,1
-2.610587,53.53914,2
-2.610467,53.538134,1
-2.61036,53.556866,1
-2.610238,53.52636,1
-2.610084,53.478919,3
-2.610048,53.506838,3
-2.610037,53.537561,1
-2.609942,53.544617,1
-2.609682,53.480332,1
-2.609662,53.541958,1
-2.60959,53.529563,1
-2.609554,53.530246,2
-2.609249,53.550993,1
-2.608908,53.528281,1
-2.608859,53.52598,2
-2.608741,53.531383,1
-2.608625,53.484374,2
-2.608608,53.538952,1
-2.608575,53.573423,2
-2.60854,53.542647,2
-2.608396,53.526279,1
-2.608336,53.539996,1
-2.608244,53.509319,3
-2.608093,53.480871,1
-2.60807,53.478237,1
-2.607941,53.477627,4
-2.607816,53.507892,3
-2.607801,53.543693,1
-2.607778,53.54106,1
-2.607744,53.481789,7
-2.607719,53.477924,1
-2.607713,53.525977,1
-2.607683,53.542822,1
-2.607228,53.531076,2
-2.607193,53.555013,1
-2.607051,53.510251,5
-2.606863,53.542511,1
-2.606815,53.509605,2
-2.606803,53.520391,1
-2.60657,53.48504,1
-2.606399,53.542757,2
-2.606393,53.55712,1
-2.606347,53.530658,4
-2.606314,53.510425,2
-2.606302,53.543341,2
-2.606239,53.483002,2
-2.606142,53.508916,1
-2.605669,53.479966,3
-2.605632,53.47842,3
-2.605379,53.522043,1
-2.60537,53.481226,5
-2.605276,53.520111,1
-2.605264,53.544641,1
-2.605137,53.515654,3
-2.605007,53.539348,1
-2.604853,53.481975,1
-2.604778,53.553964,1
-2.604529,53.520618,1
-2.604314,53.518246,1
-2.604011,53.471445,2
-2.603933,53.476559,1
-2.603914,53.554733,1
-2.603766,53.48181,1
-2.603655,53.520632,1
-2.603448,53.546439,1
-2.603261,53.511007,3
-2.603146,53.54218,2
-2.602991,53.521696,1
-2.60248,53.471884,2
-2.602415,53.549096,1
-2.602378,53.547595,2
-2.602374,53.523919,1
-2.602218,53.544782,2
-2.602124,53.480775,1
-2.602067,53.473558,2
-2.602041,53.545089,3
-2.602026,53.480263,1
-2.602005,53.546806,2
-2.601999,53.554922,1
-2.601653,53.542187,3
-2.601586,53.471511,1
-2.601364,53.521866,2
-2.601194,53.52477,3
-2.601129,53.477562,1
-2.601118,53.473553,1
-2.60061,53.548511,3
-2.600559,53.520369,1
-2.600541,53.52445,3
-2.600537,53.547577,2
-2.600426,53.472586,3
-2.600132,53.477388,1
-2.600118,53.575596,1
-2.60008,53.523841,5
-2.599762,53.548309,1
-2.599756,53.522224,1
-2.599368,53.546046,1
-2.599327,53.525004,2
-2.598876,53.471632,1
-2.598808,53.47325,2
-2.598719,53.544961,4
-2.598639,53.547856,1
-2.598568,53.4754,3
-2.598462,53.518177,6
-2.598282,53.523607,1
-2.598199,53.469577,1
-2.598055,53.519276,2
-2.597948,53.469947,3
-2.597869,53.517874,13
-2.597869,53.520014,13
-2.597863,53.484239,2
-2.597669,53.518621,1
-2.597285,53.45813,1
-2.597126,53.516485,4
-2.597091,53.516126,1
-2.596963,53.520971,9
-2.59662,53.548127,2
-2.596606,53.543866,2
-2.596565,53.546321,1
-2.596477,53.520722,4
-2.596342,53.544443,1
-2.59634,53.478791,1
-2.596315,53.522116,1
-2.596249,53.52173,1
-2.596228,53.475079,1
-2.596055,53.564794,2
-2.596002,53.542782,2
-2.595666,53.476952,3
-2.595581,53.548267,1
-2.59515,53.543352,1
-2.594845,53.546329,1
-2.594375,53.547293,1
-2.594283,53.541775,4
-2.594099,53.570665,2
-2.594006,53.544643,1
-2.59395,53.487818,1
-2.593752,53.523279,1
-2.593434,53.57065,1
-2.593396,53.510742,2
-2.593387,53.512288,1
-2.593312,53.51556,1
-2.592805,53.482485,1
-2.592743,53.567678,1
-2.592436,53.520832,4
-2.59242,53.521838,5
-2.592384,53.476015,1
-2.592354,53.47713,1
-2.592267,53.509777,1
-2.591589,53.504468,4
-2.591484,53.477404,1
-2.591473,53.475561,1
-2.591245,53.542509,7
-2.591224,53.58106,2
-2.591035,53.505828,1
-2.590997,53.4803,2
-2.590601,53.474595,1
-2.590265,53.507908,1
-2.590256,53.515944,1
-2.590188,53.571727,1
-2.589682,53.47895,3
-2.589501,53.46802,3
-2.589368,53.474745,1
-2.589273,53.537431,1
-2.589219,53.512947,1
-2.588071,53.476863,2
-2.587867,53.479489,1
-2.587387,53.506924,1
-2.587313,53.594203,2
-2.586909,53.535645,1
-2.586822,53.464915,4
-2.586804,53.47678,1
-2.586589,53.475352,4
-2.586439,53.593308,1
-2.586371,53.480341,3
-2.586233,53.571845,1
-2.58595,53.572143,2
-2.585931,53.476838,1
-2.585909,53.537475,1
-2.585654,53.529961,1
-2.585028,53.471395,1
-2.584999,53.505426,2
-2.584905,53.475629,3
-2.584753,53.478803,1
-2.584439,53.477852,1
-2.584409,53.530471,1
-2.584353,53.473816,1
-2.584137,53.480002,4
-2.584077,53.592906,1
-2.584071,53.591369,2
-2.583794,53.531813,3
-2.583305,53.59389,1
-2.583179,53.474964,1
-2.583136,53.531151,1
-2.583055,53.534046,1
-2.58284,53.476664,2
-2.582524,53.475605,1
-2.582397,53.532278,1
-2.582372,53.53706,1
-2.58235,53.471705,1
-2.58207,53.5337,1
-2.581603,53.529361,1
-2.5813,53.528203,1
-2.581296,53.589549,2
-2.58123,53.475728,1
-2.581189,53.592723,1
-2.58094,53.570217,1
-2.580733,53.474589,5
-2.580208,53.537664,1
-2.580017,53.532578,1
-2.579932,53.473362,2
-2.579866,53.536938,1
-2.579791,53.592172,2
-2.57973,53.533658,1
-2.579559,53.570772,2
-2.579559,53.531043,2
-2.579533,53.593207,1
-2.579404,53.476564,1
-2.579189,53.479594,4
-2.579089,53.532016,1
-2.578383,53.56871,1
-2.578319,53.474376,1
-2.578258,53.589447,2
-2.577979,53.535742,6
-2.577966,53.53923,1
-2.577657,53.530962,2
-2.577543,53.587976,1
-2.577516,53.479566,1
-2.577299,53.466921,1
-2.577099,53.537661,1
-2.577022,53.47316,2
-2.576855,53.532988,1
-2.576781,53.473188,1
-2.576747,53.478456,1
-2.576642,53.53618,1
-2.576639,53.471562,5
-2.576581,53.481755,5
-2.576551,53.516172,3
-2.576485,53.474682,1
-2.576366,53.53922,2
-2.576268,53.534214,1
-2.576069,53.537316,1
-2.575987,53.587993,1
-2.575831,53.53649,1
-2.57569,53.477184,1
-2.575683,53.53223,1
-2.57567,53.537983,1
-2.57555,53.53135,2
-2.575525,53.563942,2
-2.575445,53.587007,2
-2.575236,53.522615,4
-2.57521,53.534102,1
-2.575063,53.470922,1
-2.574725,53.478214,2
-2.574631,53.537026,1
-2.574614,53.527984,3
-2.574379,53.4716,1
-2.574336,53.523023,4
-2.574327,53.537962,1
-2.574141,53.46512,1
-2.574139,53.534125,3
-2.57405,53.533092,2
-2.573858,53.534531,1
-2.573754,53.468771,1
-2.573608,53.469132,1
-2.573539,53.535458,2
-2.573523,53.526452,1
-2.57338,53.476773,1
-2.57304,53.480649,1
-2.572694,53.495203,1
-2.572686,53.477837,1
-2.572682,53.533476,8
-2.57253,53.529989,1
-2.57202,53.535843,2
-2.571927,53.531161,2
-2.57185,53.475108,1
-2.571764,53.532483,1
-2.571469,53.586783,1
-2.571458,53.466068,1
-2.571366,53.582478,3
-2.57128,53.474167,1
-2.571149,53.539488,1
-2.571041,53.538239,1
-2.570977,53.472856,1
-2.570947,53.468443,6
-2.570888,53.532478,2
-2.570762,53.535427,6
-2.57058,53.464652,1
-2.570363,53.578699,1
-2.570157,53.527475,1
-2.570108,53.466533,1
-2.569872,53.514047,1
-2.569547,53.478607,2
-2.569464,53.529797,2
-2.569437,53.589534,2
-2.569364,53.479588,1
-2.569272,53.513223,2
-2.569187,53.465207,2
-2.569144,53.474411,1
-2.569078,53.541493,1
-2.568979,53.528496,1
-2.568955,53.530069,1
-2.568871,53.476507,1
-2.568643,53.538277,2
-2.56853,53.595129,2
-2.568258,53.529857,1
-2.567835,53.530937,8
-2.56759,53.531801,1
-2.567246,53.534248,2
-2.567151,53.475239,1
-2.567049,53.476569,1
-2.566829,53.541405,1
-2.566703,53.47551,1
-2.566181,53.540392,1
-2.566143,53.494578,2
-2.566082,53.471828,1
-2.565885,53.529517,1
-2.565713,53.533545,2
-2.565399,53.46811,1
-2.565074,53.475374,1
-2.564836,53.595704,1
-2.56411,53.475397,2
-2.563558,53.590506,1
-2.563351,53.46358,1
-2.563263,53.468318,1
-2.563101,53.540263,1
-2.563031,53.532686,3
-2.562735,53.473929,1
-2.562681,53.538161,1
-2.562532,53.533713,5
-2.562489,53.535061,1
-2.562403,53.533111,2
-2.562325,53.536338,2
-2.562124,53.472215,3
-2.562116,53.473851,1
-2.5621,53.510273,1
-2.56173,53.562048,1
-2.561498,53.577554,1
-2.561478,53.535012,1
-2.561458,53.5768,1
-2.561346,53.592341,1
-2.561113,53.513163,4
-2.560871,53.532489,4
-2.560765,53.511879,2
-2.560633,53.530468,1
-2.560546,53.470182,1
-2.56033,53.596579,2
-2.560153,53.47235,1
-2.559983,53.513231,1
-2.559845,53.532449,1
-2.559696,53.534931,1
-2.559616,53.512855,1
-2.55952,53.527255,2
-2.559093,53.474252,1
-2.55891,53.597799,1
-2.55867,53.529147,1
-2.558539,53.594862,2
-2.558265,53.536259,1
-2.558206,53.52719,1
-2.558088,53.530776,2
-2.558079,53.542731,1
-2.557999,53.512566,4
-2.557745,53.472532,1
-2.557628,53.599109,1
-2.557527,53.537511,3
-2.557402,53.542878,1
-2.557115,53.527923,2
-2.55706,53.528354,1
-2.555905,53.535748,2
-2.555649,53.525449,3
-2.555422,53.527688,1
-2.555316,53.597915,4
-2.555221,53.596486,1
-2.555159,53.530655,1
-2.554476,53.603006,1
-2.554388,53.600894,1
-2.55433,53.527199,1
-2.554178,53.477448,1
-2.554101,53.525887,2
-2.554087,53.598685,1
-2.553474,53.602633,1
-2.553456,53.477532,1
-2.553237,53.603066,1
-2.552995,53.476851,4
-2.552487,53.52469,2
-2.552402,53.47529,1
-2.552085,53.477592,1
-2.551835,53.599828,2
